FileID,Filename,Path,Origin,Class,Additional Class,Importance
dd459a615a1fb4da9b46d5da6f9eda88,118NP8.pdf,Kaggle/0_Rechnung/receipts/2017/de/public transport/118NP8.pdf,Kaggle,0_Rechnung,,0
11022f0c7f44c6bfbd08a8a1c794ae5a,3ZCCCW.pdf,Kaggle/0_Rechnung/receipts/2017/de/public transport/3ZCCCW.pdf,Kaggle,0_Rechnung,,0
1e831451dd2ce3dbf36e528a5dbabbd9,4GBEC9.pdf,Kaggle/0_Rechnung/receipts/2017/de/public transport/4GBEC9.pdf,Kaggle,0_Rechnung,,0
fe4a6c94d58dcf6621ae08e2a8fbfaa8,96W2GF.pdf,Kaggle/0_Rechnung/receipts/2017/de/public transport/96W2GF.pdf,Kaggle,0_Rechnung,,0
2b5f55c4d645e6593fb1360d0c9ae7c0,ATYWHD.pdf,Kaggle/0_Rechnung/receipts/2017/de/public transport/ATYWHD.pdf,Kaggle,0_Rechnung,,0
55f96e15fdac51ccdbaa9a71c6a5edfe,DECD2N.pdf,Kaggle/0_Rechnung/receipts/2017/de/public transport/DECD2N.pdf,Kaggle,0_Rechnung,,0
ad5ce60fb3ced3b8554625ef6d2f94cf,DMMGDW.pdf,Kaggle/0_Rechnung/receipts/2017/de/public transport/DMMGDW.pdf,Kaggle,0_Rechnung,,0
a1b93b10c587a669f1cb83b7ee565bef,EN97RX.pdf,Kaggle/0_Rechnung/receipts/2017/de/public transport/EN97RX.pdf,Kaggle,0_Rechnung,,0
55d01cd92044759281cfc431e57a07db,FX2MGP.pdf,Kaggle/0_Rechnung/receipts/2017/de/public transport/FX2MGP.pdf,Kaggle,0_Rechnung,,0
9614854b93b71ade46377d9a6ffbc6ed,GBEOH3.pdf,Kaggle/0_Rechnung/receipts/2017/de/public transport/GBEOH3.pdf,Kaggle,0_Rechnung,,0
f51cc9d80e054095ea9ec22771b1b690,GOR32M.pdf,Kaggle/0_Rechnung/receipts/2017/de/public transport/GOR32M.pdf,Kaggle,0_Rechnung,,0
4b008903dbe00f9394faeff78541643f,KKZ2A1.pdf,Kaggle/0_Rechnung/receipts/2017/de/public transport/KKZ2A1.pdf,Kaggle,0_Rechnung,,0
99da625080aba899b7f373b9939be46b,LPB7C1.pdf,Kaggle/0_Rechnung/receipts/2017/de/public transport/LPB7C1.pdf,Kaggle,0_Rechnung,,0
4a93a06ac8faad94a3b80e1a780fcb4f,NGTGLY.pdf,Kaggle/0_Rechnung/receipts/2017/de/public transport/NGTGLY.pdf,Kaggle,0_Rechnung,,0
0a67a47f01b5f05a542e243d37759ec7,OC38T4.pdf,Kaggle/0_Rechnung/receipts/2017/de/public transport/OC38T4.pdf,Kaggle,0_Rechnung,,0
adf2e35a41f1d41fb389b233e44ee47e,P1EWTK.pdf,Kaggle/0_Rechnung/receipts/2017/de/public transport/P1EWTK.pdf,Kaggle,0_Rechnung,,0
b1517a338d86d28503bb2e47f58e1ada,Q7GB4T.pdf,Kaggle/0_Rechnung/receipts/2017/de/public transport/Q7GB4T.pdf,Kaggle,0_Rechnung,,0
6a8a19a7a5fa5321ca729e5e195a7caa,QN1ZW1.pdf,Kaggle/0_Rechnung/receipts/2017/de/public transport/QN1ZW1.pdf,Kaggle,0_Rechnung,,0
7e764be2f7b6dc28668fa53fda2e3d79,TREE83.pdf,Kaggle/0_Rechnung/receipts/2017/de/public transport/TREE83.pdf,Kaggle,0_Rechnung,,0
c9ef75f11c6100b7bb4e08d63d703a4f,vhl8hb.pdf,Kaggle/0_Rechnung/receipts/2017/de/public transport/vhl8hb.pdf,Kaggle,0_Rechnung,,0
bdb5d41aa86855095b83acdaabf91547,20181024_008.pdf,Kaggle/0_Rechnung/receipts/2018/ca/hotel/20181024_008.pdf,Kaggle,0_Rechnung,,0
e6a9268f17b29aab9fda723b2fa69c3e,translink_20180908_009.pdf,Kaggle/0_Rechnung/receipts/2018/ca/public transport/translink_20180908_009.pdf,Kaggle,0_Rechnung,,0
814f4202af956c5edf91c1285c92c188,translink_20180908_012.pdf,Kaggle/0_Rechnung/receipts/2018/ca/public transport/translink_20180908_012.pdf,Kaggle,0_Rechnung,,0
84c5c41b29470bcaf9a12a773a806873,translink_20180908_016.pdf,Kaggle/0_Rechnung/receipts/2018/ca/public transport/translink_20180908_016.pdf,Kaggle,0_Rechnung,,0
27af467c90d54e37e8778755fa19df7a,benflorentines-593603.PDF,Kaggle/0_Rechnung/receipts/2018/ca/restaurant/benflorentines-593603.PDF,Kaggle,0_Rechnung,,0
